출발지,도착지,날짜,출발시간,도착시간,항공편,총 소요 시간,가격,좌석등급,Monthly,Weekend
1.0,0.0,2023-08-21,10,12,0,165,487800,economy,8,5
1.0,0.0,2023-08-21,11,21,1,595,489300,economy,8,5
1.0,0.0,2023-08-21,11,19,1,460,489300,economy,8,5
1.0,0.0,2023-08-21,11,20,1,520,489300,economy,8,5
1.0,0.0,2023-08-21,9,16,1,450,489300,economy,8,5
1.0,0.0,2023-08-21,11,22,1,650,489300,economy,8,5
1.0,0.0,2023-08-21,9,17,1,510,489300,economy,8,5
1.0,0.0,2023-08-21,9,18,1,575,489300,economy,8,5
1.0,0.0,2023-08-21,9,19,1,635,489300,economy,8,5
1.0,0.0,2023-08-21,9,19,1,605,489300,economy,8,5
1.0,0.0,2023-08-21,9,18,1,545,489300,economy,8,5
1.0,0.0,2023-08-21,9,17,1,490,489300,economy,8,5
1.0,0.0,2023-08-21,11,22,1,645,489300,economy,8,5
1.0,0.0,2023-08-21,11,20,1,545,489300,economy,8,5
1.0,0.0,2023-08-21,11,21,1,610,489300,economy,8,5
1.0,0.0,2023-08-21,11,19,1,490,489300,economy,8,5
1.0,0.0,2023-08-21,11,19,1,495,490000,economy,8,5
1.0,0.0,2023-08-21,8,19,1,670,490000,economy,8,5
1.0,0.0,2023-08-21,9,19,1,640,490000,economy,8,5
1.0,0.0,2023-08-21,10,19,1,525,490100,economy,8,5
1.0,0.0,2023-08-21,10,18,1,480,490100,economy,8,5
1.0,0.0,2023-08-21,20,8,1,740,494600,economy,8,5
1.0,0.0,2023-08-21,10,18,1,475,494600,economy,8,5
1.0,0.0,2023-08-21,20,8,1,700,494600,economy,8,5
1.0,0.0,2023-08-21,10,19,1,535,494600,economy,8,5
1.0,0.0,2023-08-21,10,20,1,595,494600,economy,8,5
1.0,0.0,2023-08-21,10,21,1,670,494600,economy,8,5
1.0,0.0,2023-08-21,10,22,1,725,494600,economy,8,5
1.0,0.0,2023-08-21,20,8,1,690,494800,economy,8,5
1.0,0.0,2023-08-21,18,8,1,835,494800,economy,8,5
1.0,0.0,2023-08-21,10,19,1,580,494800,economy,8,5
1.0,0.0,2023-08-21,18,8,1,875,494800,economy,8,5
1.0,0.0,2023-08-21,18,9,1,930,494800,economy,8,5
1.0,0.0,2023-08-21,20,8,1,730,494800,economy,8,5
1.0,0.0,2023-08-21,20,9,1,785,494800,economy,8,5
1.0,0.0,2023-08-21,9,16,1,450,495100,economy,8,5
1.0,0.0,2023-08-21,10,19,1,525,495300,economy,8,5
1.0,0.0,2023-08-21,19,11,1,965,495300,economy,8,5
1.0,0.0,2023-08-21,19,9,1,845,495300,economy,8,5
1.0,0.0,2023-08-21,10,9,1,1350,495300,economy,8,5
1.0,0.0,2023-08-21,10,11,1,1470,495300,economy,8,5
1.0,0.0,2023-08-21,19,19,1,1460,495300,economy,8,5
1.0,0.0,2023-08-21,8,13,1,310,495800,economy,8,5
1.0,0.0,2023-08-21,14,21,1,415,552400,economy,8,5
1.0,0.0,2023-08-21,8,15,1,475,553400,economy,8,5
1.0,0.0,2023-08-21,14,20,1,410,553400,economy,8,5
1.0,0.0,2023-08-21,9,17,1,450,557700,economy,8,5
1.0,0.0,2023-08-21,8,15,1,465,558200,economy,8,5
1.0,0.0,2023-08-21,14,21,1,415,558200,economy,8,5
1.0,0.0,2023-08-21,9,17,1,455,558700,economy,8,5
1.0,0.0,2023-08-21,14,20,1,410,559200,economy,8,5
1.0,0.0,2023-08-21,8,14,1,365,576800,economy,8,5
1.0,0.0,2023-08-21,11,17,1,1780,734800,economy,8,5
1.0,0.0,2023-08-21,8,15,1,465,800300,economy,8,5
1.0,0.0,2023-08-21,11,21,1,620,864000,economy,8,5
1.0,0.0,2023-08-21,11,20,1,535,864000,economy,8,5
1.0,0.0,2023-08-21,11,19,1,475,864000,economy,8,5
1.0,0.0,2023-08-21,9,17,1,500,873000,economy,8,5
1.0,0.0,2023-08-21,9,19,1,620,873000,economy,8,5
1.0,0.0,2023-08-21,8,13,1,310,879100,economy,8,5
1.0,0.0,2023-08-21,22,17,1,1125,923400,economy,8,5
1.0,0.0,2023-08-21,12,15,1,1620,2025400,economy,8,5
1.0,0.0,2023-08-21,19,15,1,1155,2025400,economy,8,5
1.0,0.0,2023-08-21,10,15,1,1755,2268800,economy,8,5
1.0,0.0,2023-08-21,20,15,1,1150,2268800,economy,8,5
1.0,0.0,2023-08-21,15,15,1,1455,2268800,economy,8,5
1.0,0.0,2023-08-22,12,15,0,165,224400,economy,8,4
1.0,0.0,2023-08-22,9,12,0,150,238500,economy,8,4
1.0,0.0,2023-08-22,10,13,0,165,240000,economy,8,4
1.0,0.0,2023-08-22,11,14,0,160,280300,economy,8,4
1.0,0.0,2023-08-22,7,10,0,160,280300,economy,8,4
1.0,0.0,2023-08-22,9,11,0,150,284000,economy,8,4
1.0,0.0,2023-08-22,8,10,0,155,297500,economy,8,4
1.0,0.0,2023-08-22,12,15,0,160,313100,economy,8,4
1.0,0.0,2023-08-22,10,12,0,165,380900,economy,8,4
1.0,0.0,2023-08-22,10,12,0,165,466700,economy,8,4
1.0,0.0,2023-08-22,9,11,0,150,488300,economy,8,4
1.0,0.0,2023-08-22,11,21,1,595,489300,economy,8,4
1.0,0.0,2023-08-22,11,19,1,460,489300,economy,8,4
1.0,0.0,2023-08-22,11,20,1,520,489300,economy,8,4
1.0,0.0,2023-08-22,11,21,1,610,489300,economy,8,4
1.0,0.0,2023-08-22,11,20,1,545,489300,economy,8,4
1.0,0.0,2023-08-22,11,19,1,490,489300,economy,8,4
1.0,0.0,2023-08-22,9,17,1,490,489300,economy,8,4
1.0,0.0,2023-08-22,9,18,1,545,489300,economy,8,4
1.0,0.0,2023-08-22,9,19,1,605,489300,economy,8,4
1.0,0.0,2023-08-22,9,16,1,450,489300,economy,8,4
1.0,0.0,2023-08-22,11,22,1,650,489300,economy,8,4
1.0,0.0,2023-08-22,9,18,1,575,489300,economy,8,4
1.0,0.0,2023-08-22,9,17,1,510,489300,economy,8,4
1.0,0.0,2023-08-22,9,19,1,635,489300,economy,8,4
1.0,0.0,2023-08-22,9,19,1,640,490000,economy,8,4
1.0,0.0,2023-08-22,11,19,1,495,490000,economy,8,4
1.0,0.0,2023-08-22,8,19,1,670,490000,economy,8,4
1.0,0.0,2023-08-22,10,19,1,525,490100,economy,8,4
1.0,0.0,2023-08-22,10,18,1,480,490100,economy,8,4
1.0,0.0,2023-08-22,10,22,1,725,494600,economy,8,4
1.0,0.0,2023-08-22,20,8,1,740,494600,economy,8,4
1.0,0.0,2023-08-22,20,8,1,700,494600,economy,8,4
1.0,0.0,2023-08-22,10,20,1,595,494600,economy,8,4
1.0,0.0,2023-08-22,10,21,1,670,494600,economy,8,4
1.0,0.0,2023-08-22,10,18,1,475,494600,economy,8,4
1.0,0.0,2023-08-22,10,19,1,535,494600,economy,8,4
1.0,0.0,2023-08-22,18,8,1,835,494800,economy,8,4
1.0,0.0,2023-08-22,20,8,1,690,494800,economy,8,4
1.0,0.0,2023-08-22,20,8,1,730,494800,economy,8,4
1.0,0.0,2023-08-22,20,9,1,785,494800,economy,8,4
1.0,0.0,2023-08-22,18,9,1,930,494800,economy,8,4
1.0,0.0,2023-08-22,18,8,1,875,494800,economy,8,4
1.0,0.0,2023-08-22,10,19,1,580,494800,economy,8,4
1.0,0.0,2023-08-22,10,19,1,525,495300,economy,8,4
1.0,0.0,2023-08-22,10,11,1,1470,495300,economy,8,4
1.0,0.0,2023-08-22,10,9,1,1350,495300,economy,8,4
1.0,0.0,2023-08-22,8,13,1,310,495800,economy,8,4
1.0,0.0,2023-08-22,9,15,1,320,530900,economy,8,4
1.0,0.0,2023-08-22,14,21,1,415,552400,economy,8,4
1.0,0.0,2023-08-22,14,20,1,410,553400,economy,8,4
1.0,0.0,2023-08-22,8,15,1,475,553400,economy,8,4
1.0,0.0,2023-08-22,9,20,1,670,557700,economy,8,4
1.0,0.0,2023-08-22,18,9,1,885,557700,economy,8,4
1.0,0.0,2023-08-22,18,12,1,1080,557700,economy,8,4
1.0,0.0,2023-08-22,18,9,1,900,557700,economy,8,4
1.0,0.0,2023-08-22,9,17,1,450,557700,economy,8,4
1.0,0.0,2023-08-22,18,11,1,970,558700,economy,8,4
1.0,0.0,2023-08-22,9,17,1,455,558700,economy,8,4
1.0,0.0,2023-08-22,11,20,1,535,775000,economy,8,4
1.0,0.0,2023-08-22,11,21,1,620,775000,economy,8,4
1.0,0.0,2023-08-22,11,19,1,475,775000,economy,8,4
1.0,0.0,2023-08-22,8,13,1,310,782100,economy,8,4
1.0,0.0,2023-08-22,9,17,1,500,823000,economy,8,4
1.0,0.0,2023-08-22,19,15,1,1155,2025400,economy,8,4
1.0,0.0,2023-08-22,12,15,1,1620,2025400,economy,8,4
1.0,0.0,2023-08-22,10,15,1,1755,2268800,economy,8,4
1.0,0.0,2023-08-22,15,15,1,1455,2268800,economy,8,4
1.0,0.0,2023-08-22,20,15,1,1150,2268800,economy,8,4
1.0,0.0,2023-08-23,12,15,0,165,213800,economy,8,3
1.0,0.0,2023-08-23,12,15,0,160,224200,economy,8,3
1.0,0.0,2023-08-23,11,14,0,160,224200,economy,8,3
1.0,0.0,2023-08-23,12,15,0,165,224400,economy,8,3
1.0,0.0,2023-08-23,9,12,0,150,238500,economy,8,3
1.0,0.0,2023-08-23,9,11,0,150,284000,economy,8,3
1.0,0.0,2023-08-23,8,10,0,155,297500,economy,8,3
1.0,0.0,2023-08-23,7,10,0,160,313100,economy,8,3
1.0,0.0,2023-08-23,10,12,0,165,420300,economy,8,3
1.0,0.0,2023-08-23,10,12,0,165,466700,economy,8,3
1.0,0.0,2023-08-23,9,11,0,150,488300,economy,8,3
1.0,0.0,2023-08-23,9,21,1,755,489300,economy,8,3
1.0,0.0,2023-08-23,9,16,1,450,489300,economy,8,3
1.0,0.0,2023-08-23,9,20,1,690,489300,economy,8,3
1.0,0.0,2023-08-23,9,19,1,635,489300,economy,8,3
1.0,0.0,2023-08-23,9,18,1,575,489300,economy,8,3
1.0,0.0,2023-08-23,9,17,1,510,489300,economy,8,3
1.0,0.0,2023-08-23,9,17,1,490,489300,economy,8,3
1.0,0.0,2023-08-23,9,19,1,605,489300,economy,8,3
1.0,0.0,2023-08-23,9,18,1,545,489300,economy,8,3
1.0,0.0,2023-08-23,9,21,1,740,489300,economy,8,3
1.0,0.0,2023-08-23,9,20,1,665,489300,economy,8,3
1.0,0.0,2023-08-23,9,22,1,795,489300,economy,8,3
1.0,0.0,2023-08-23,8,19,1,670,490000,economy,8,3
1.0,0.0,2023-08-23,9,19,1,640,490000,economy,8,3
1.0,0.0,2023-08-23,10,19,1,525,490100,economy,8,3
1.0,0.0,2023-08-23,10,18,1,480,490100,economy,8,3
1.0,0.0,2023-08-23,20,8,1,700,494600,economy,8,3
1.0,0.0,2023-08-23,20,8,1,740,494600,economy,8,3
1.0,0.0,2023-08-23,10,21,1,670,494600,economy,8,3
1.0,0.0,2023-08-23,10,20,1,595,494600,economy,8,3
1.0,0.0,2023-08-23,10,19,1,535,494600,economy,8,3
1.0,0.0,2023-08-23,10,18,1,475,494600,economy,8,3
1.0,0.0,2023-08-23,10,22,1,725,494600,economy,8,3
1.0,0.0,2023-08-23,10,19,1,580,494800,economy,8,3
1.0,0.0,2023-08-23,20,9,1,785,494800,economy,8,3
1.0,0.0,2023-08-23,20,8,1,730,494800,economy,8,3
1.0,0.0,2023-08-23,20,12,1,975,494800,economy,8,3
1.0,0.0,2023-08-23,18,9,1,930,494800,economy,8,3
1.0,0.0,2023-08-23,18,8,1,875,494800,economy,8,3
1.0,0.0,2023-08-23,20,13,1,1025,494800,economy,8,3
1.0,0.0,2023-08-23,9,16,1,450,495100,economy,8,3
1.0,0.0,2023-08-23,10,19,1,525,495300,economy,8,3
1.0,0.0,2023-08-23,19,9,1,845,495300,economy,8,3
1.0,0.0,2023-08-23,19,11,1,965,495300,economy,8,3
1.0,0.0,2023-08-23,10,9,1,1350,495300,economy,8,3
1.0,0.0,2023-08-23,10,11,1,1470,495300,economy,8,3
1.0,0.0,2023-08-23,19,19,1,1460,495300,economy,8,3
1.0,0.0,2023-08-23,8,13,1,310,495800,economy,8,3
1.0,0.0,2023-08-23,14,21,1,415,552400,economy,8,3
1.0,0.0,2023-08-23,8,17,1,545,552400,economy,8,3
1.0,0.0,2023-08-23,8,15,1,465,552400,economy,8,3
1.0,0.0,2023-08-23,8,17,1,590,552400,economy,8,3
1.0,0.0,2023-08-23,8,16,1,520,552400,economy,8,3
1.0,0.0,2023-08-23,8,15,1,475,553400,economy,8,3
1.0,0.0,2023-08-23,8,18,1,615,553400,economy,8,3
1.0,0.0,2023-08-23,14,20,1,410,553400,economy,8,3
1.0,0.0,2023-08-23,8,17,1,550,553400,economy,8,3
1.0,0.0,2023-08-23,18,9,1,885,557700,economy,8,3
1.0,0.0,2023-08-23,9,20,1,670,557700,economy,8,3
1.0,0.0,2023-08-23,9,17,1,450,557700,economy,8,3
1.0,0.0,2023-08-23,18,9,1,900,557700,economy,8,3
1.0,0.0,2023-08-23,18,12,1,1080,557700,economy,8,3
1.0,0.0,2023-08-23,8,15,1,465,558200,economy,8,3
1.0,0.0,2023-08-23,14,21,1,415,558200,economy,8,3
1.0,0.0,2023-08-23,18,11,1,970,558700,economy,8,3
1.0,0.0,2023-08-23,9,17,1,455,558700,economy,8,3
1.0,0.0,2023-08-23,14,20,1,410,559200,economy,8,3
1.0,0.0,2023-08-23,8,14,1,365,576800,economy,8,3
1.0,0.0,2023-08-23,18,7,1,805,775000,economy,8,3
1.0,0.0,2023-08-23,9,20,1,680,775000,economy,8,3
1.0,0.0,2023-08-23,9,17,1,500,775000,economy,8,3
1.0,0.0,2023-08-23,9,19,1,620,775000,economy,8,3
1.0,0.0,2023-08-23,8,17,1,535,782100,economy,8,3
1.0,0.0,2023-08-23,8,13,1,310,782100,economy,8,3
1.0,0.0,2023-08-23,22,17,1,1125,880800,economy,8,3
1.0,0.0,2023-08-23,12,15,1,1620,2025400,economy,8,3
1.0,0.0,2023-08-23,19,15,1,1155,2025400,economy,8,3
1.0,0.0,2023-08-23,10,16,1,1795,2268800,economy,8,3
1.0,0.0,2023-08-23,10,15,1,1755,2268800,economy,8,3
1.0,0.0,2023-08-23,20,15,1,1150,2268800,economy,8,3
1.0,0.0,2023-08-23,20,16,1,1190,2268800,economy,8,3
1.0,0.0,2023-08-23,15,16,1,1495,2268800,economy,8,3
1.0,0.0,2023-08-23,15,15,1,1455,2268800,economy,8,3
1.0,0.0,2023-08-24,9,12,0,150,238500,economy,8,2
1.0,0.0,2023-08-24,12,15,0,160,247600,economy,8,2
1.0,0.0,2023-08-24,11,14,0,160,247600,economy,8,2
1.0,0.0,2023-08-24,10,13,0,165,266300,economy,8,2
1.0,0.0,2023-08-24,9,11,0,150,284000,economy,8,2
1.0,0.0,2023-08-24,7,10,0,160,313100,economy,8,2
1.0,0.0,2023-08-24,8,10,0,155,325000,economy,8,2
1.0,0.0,2023-08-24,10,12,0,165,403400,economy,8,2
1.0,0.0,2023-08-24,10,12,0,165,466700,economy,8,2
1.0,0.0,2023-08-24,9,11,0,150,488300,economy,8,2
1.0,0.0,2023-08-24,11,20,1,520,489300,economy,8,2
1.0,0.0,2023-08-24,9,18,1,575,489300,economy,8,2
1.0,0.0,2023-08-24,9,16,1,450,489300,economy,8,2
1.0,0.0,2023-08-24,9,18,1,545,489300,economy,8,2
1.0,0.0,2023-08-24,11,20,1,545,489300,economy,8,2
1.0,0.0,2023-08-24,11,19,1,460,489300,economy,8,2
1.0,0.0,2023-08-24,11,21,1,595,489300,economy,8,2
1.0,0.0,2023-08-24,9,17,1,510,489300,economy,8,2
1.0,0.0,2023-08-24,9,17,1,490,489300,economy,8,2
1.0,0.0,2023-08-24,9,19,1,605,489300,economy,8,2
1.0,0.0,2023-08-24,11,21,1,610,489300,economy,8,2
1.0,0.0,2023-08-24,11,19,1,490,489300,economy,8,2
1.0,0.0,2023-08-24,11,19,1,495,490000,economy,8,2
1.0,0.0,2023-08-24,10,18,1,480,490100,economy,8,2
1.0,0.0,2023-08-24,10,19,1,525,490100,economy,8,2
1.0,0.0,2023-08-24,10,18,1,475,494600,economy,8,2
1.0,0.0,2023-08-24,8,19,1,670,490000,economy,8,2
1.0,0.0,2023-08-24,10,18,1,480,490100,economy,8,2
1.0,0.0,2023-08-24,10,19,1,525,490100,economy,8,2
1.0,0.0,2023-08-24,10,18,1,475,494600,economy,8,2
1.0,0.0,2023-08-24,10,20,1,595,494600,economy,8,2
1.0,0.0,2023-08-24,20,8,1,740,494600,economy,8,2
1.0,0.0,2023-08-24,10,22,1,725,494600,economy,8,2
1.0,0.0,2023-08-24,10,19,1,535,494600,economy,8,2
1.0,0.0,2023-08-24,10,21,1,670,494600,economy,8,2
1.0,0.0,2023-08-24,20,8,1,700,494600,economy,8,2
1.0,0.0,2023-08-24,20,8,1,690,494800,economy,8,2
1.0,0.0,2023-08-24,20,8,1,730,494800,economy,8,2
1.0,0.0,2023-08-24,10,19,1,580,494800,economy,8,2
1.0,0.0,2023-08-24,18,9,1,930,494800,economy,8,2
1.0,0.0,2023-08-24,20,9,1,785,494800,economy,8,2
1.0,0.0,2023-08-24,18,8,1,835,494800,economy,8,2
1.0,0.0,2023-08-24,18,8,1,875,494800,economy,8,2
1.0,0.0,2023-08-24,10,9,1,1350,495300,economy,8,2
1.0,0.0,2023-08-24,10,19,1,525,495300,economy,8,2
1.0,0.0,2023-08-24,10,11,1,1470,495300,economy,8,2
1.0,0.0,2023-08-24,8,13,1,310,495800,economy,8,2
1.0,0.0,2023-08-24,14,21,1,415,552400,economy,8,2
1.0,0.0,2023-08-24,8,15,1,465,552400,economy,8,2
1.0,0.0,2023-08-24,14,20,1,410,553400,economy,8,2
1.0,0.0,2023-08-24,8,15,1,475,553400,economy,8,2
1.0,0.0,2023-08-24,18,12,1,1080,557700,economy,8,2
1.0,0.0,2023-08-24,9,20,1,670,557700,economy,8,2
1.0,0.0,2023-08-24,18,9,1,885,557700,economy,8,2
1.0,0.0,2023-08-24,18,9,1,900,557700,economy,8,2
1.0,0.0,2023-08-25,12,15,0,160,280300,economy,8,1
1.0,0.0,2023-08-25,11,14,0,160,280300,economy,8,1
1.0,0.0,2023-08-25,14,16,0,150,284000,economy,8,1
1.0,0.0,2023-08-25,10,13,0,165,292500,economy,8,1
1.0,0.0,2023-08-25,9,12,0,150,297500,economy,8,1
1.0,0.0,2023-08-25,7,10,0,160,313100,economy,8,1
1.0,0.0,2023-08-25,12,15,0,165,380900,economy,8,1
1.0,0.0,2023-08-25,10,12,0,165,451000,economy,8,1
1.0,0.0,2023-08-25,10,12,0,165,487800,economy,8,1
1.0,0.0,2023-08-25,14,16,0,150,488300,economy,8,1
1.0,0.0,2023-08-25,9,19,1,635,489300,economy,8,1
1.0,0.0,2023-08-25,9,20,1,690,489300,economy,8,1
1.0,0.0,2023-08-25,9,17,1,510,489300,economy,8,1
1.0,0.0,2023-08-25,9,18,1,575,489300,economy,8,1
1.0,0.0,2023-08-25,9,20,1,665,489300,economy,8,1
1.0,0.0,2023-08-25,21,8,1,660,489300,economy,8,1
1.0,0.0,2023-08-25,21,8,1,700,489300,economy,8,1
1.0,0.0,2023-08-25,9,17,1,490,489300,economy,8,1
1.0,0.0,2023-08-25,9,18,1,545,489300,economy,8,1
1.0,0.0,2023-08-25,9,19,1,605,489300,economy,8,1
1.0,0.0,2023-08-25,9,19,1,640,490000,economy,8,1
1.0,0.0,2023-08-25,8,19,1,670,490000,economy,8,1
1.0,0.0,2023-08-25,10,20,1,595,494600,economy,8,1
1.0,0.0,2023-08-25,10,21,1,670,494600,economy,8,1
1.0,0.0,2023-08-25,10,18,1,475,494600,economy,8,1
1.0,0.0,2023-08-25,10,19,1,535,494600,economy,8,1
1.0,0.0,2023-08-25,20,8,1,740,494600,economy,8,1
1.0,0.0,2023-08-25,20,8,1,700,494600,economy,8,1
1.0,0.0,2023-08-25,10,22,1,725,494600,economy,8,1
1.0,0.0,2023-08-25,10,19,1,580,494800,economy,8,1
1.0,0.0,2023-08-25,18,8,1,835,494800,economy,8,1
1.0,0.0,2023-08-25,20,8,1,690,494800,economy,8,1
1.0,0.0,2023-08-25,18,9,1,930,494800,economy,8,1
1.0,0.0,2023-08-25,18,8,1,875,494800,economy,8,1
1.0,0.0,2023-08-25,20,8,1,730,494800,economy,8,1
1.0,0.0,2023-08-25,20,9,1,785,494800,economy,8,1
1.0,0.0,2023-08-25,10,19,1,525,495300,economy,8,1
1.0,0.0,2023-08-25,9,15,1,320,536700,economy,8,1
1.0,0.0,2023-08-25,8,17,1,545,552400,economy,8,1
1.0,0.0,2023-08-25,8,16,1,520,552400,economy,8,1
1.0,0.0,2023-08-25,8,15,1,475,553400,economy,8,1
1.0,0.0,2023-08-25,14,20,1,410,553400,economy,8,1
1.0,0.0,2023-08-25,8,17,1,550,553400,economy,8,1
1.0,0.0,2023-08-25,9,20,1,655,557700,economy,8,1
1.0,0.0,2023-08-25,18,9,1,885,557700,economy,8,1
1.0,0.0,2023-08-25,9,17,1,450,557700,economy,8,1
1.0,0.0,2023-08-25,18,9,1,900,557700,economy,8,1
1.0,0.0,2023-08-25,9,20,1,670,557700,economy,8,1
1.0,0.0,2023-08-25,18,11,1,970,558700,economy,8,1
1.0,0.0,2023-08-25,9,17,1,455,558700,economy,8,1
1.0,0.0,2023-08-25,14,20,1,410,559200,economy,8,1
1.0,0.0,2023-08-25,8,14,1,365,576800,economy,8,1
1.0,0.0,2023-08-25,9,15,1,320,685100,economy,8,1
1.0,0.0,2023-08-25,21,7,1,645,763000,economy,8,1
1.0,0.0,2023-08-25,21,8,1,675,763000,economy,8,1
1.0,0.0,2023-08-25,21,8,1,680,763000,economy,8,1
1.0,0.0,2023-08-25,9,16,1,450,775000,economy,8,1
1.0,0.0,2023-08-25,9,20,1,680,775000,economy,8,1
1.0,0.0,2023-08-25,9,17,1,500,775000,economy,8,1
1.0,0.0,2023-08-25,9,19,1,620,775000,economy,8,1
1.0,0.0,2023-08-25,14,21,1,415,800300,economy,8,1
1.0,0.0,2023-08-25,8,15,1,465,800300,economy,8,1
1.0,0.0,2023-08-25,8,17,1,590,800300,economy,8,1
1.0,0.0,2023-08-25,8,17,1,535,806100,economy,8,1
1.0,0.0,2023-08-25,22,17,1,1125,884700,economy,8,1
1.0,0.0,2023-08-25,12,15,1,1620,2025400,economy,8,1
1.0,0.0,2023-08-25,19,15,1,1155,2025400,economy,8,1
1.0,0.0,2023-08-25,10,15,1,1755,2268800,economy,8,1
1.0,0.0,2023-08-25,20,15,1,1150,2268800,economy,8,1
1.0,0.0,2023-08-25,20,16,1,1190,2268800,economy,8,1
1.0,0.0,2023-08-25,13,16,1,1590,2268800,economy,8,1
1.0,0.0,2023-08-25,13,15,1,1550,2268800,economy,8,1
1.0,0.0,2023-08-25,15,15,1,1455,2268800,economy,8,1
1.0,0.0,2023-08-25,15,16,1,1495,2268800,economy,8,1
1.0,0.0,2023-08-26,12,15,0,160,313100,economy,8,0
1.0,0.0,2023-08-26,7,10,0,160,313100,economy,8,0
1.0,0.0,2023-08-26,11,14,0,160,313100,economy,8,0
1.0,0.0,2023-08-26,9,12,0,150,325000,economy,8,0
1.0,0.0,2023-08-26,10,13,0,165,327500,economy,8,0
1.0,0.0,2023-08-26,10,12,0,165,380900,economy,8,0
1.0,0.0,2023-08-26,9,11,0,150,453800,economy,8,0
1.0,0.0,2023-08-26,10,12,0,165,466700,economy,8,0
1.0,0.0,2023-08-26,11,21,1,595,489300,economy,8,0
1.0,0.0,2023-08-26,11,20,1,520,489300,economy,8,0
1.0,0.0,2023-08-26,11,19,1,460,489300,economy,8,0
1.0,0.0,2023-08-26,11,19,1,490,489300,economy,8,0
1.0,0.0,2023-08-26,11,21,1,610,489300,economy,8,0
1.0,0.0,2023-08-26,11,20,1,545,489300,economy,8,0
1.0,0.0,2023-08-26,9,18,1,545,489300,economy,8,0
1.0,0.0,2023-08-26,9,19,1,605,489300,economy,8,0
1.0,0.0,2023-08-26,9,17,1,490,489300,economy,8,0
1.0,0.0,2023-08-26,9,16,1,450,489300,economy,8,0
1.0,0.0,2023-08-26,9,19,1,635,489300,economy,8,0
1.0,0.0,2023-08-26,9,18,1,575,489300,economy,8,0
1.0,0.0,2023-08-26,9,17,1,510,489300,economy,8,0
1.0,0.0,2023-08-26,11,22,1,650,489300,economy,8,0
1.0,0.0,2023-08-26,9,19,1,640,490000,economy,8,0
1.0,0.0,2023-08-26,11,19,1,495,490000,economy,8,0
1.0,0.0,2023-08-26,10,19,1,525,490100,economy,8,0
1.0,0.0,2023-08-26,10,18,1,480,490100,economy,8,0
1.0,0.0,2023-08-26,20,8,1,700,494600,economy,8,0
1.0,0.0,2023-08-26,20,8,1,740,494600,economy,8,0
1.0,0.0,2023-08-26,10,22,1,725,494600,economy,8,0
1.0,0.0,2023-08-26,10,21,1,670,494600,economy,8,0
1.0,0.0,2023-08-26,10,20,1,595,494600,economy,8,0
1.0,0.0,2023-08-26,10,19,1,535,494600,economy,8,0
1.0,0.0,2023-08-26,10,18,1,475,494600,economy,8,0
1.0,0.0,2023-08-26,18,8,1,835,494800,economy,8,0
1.0,0.0,2023-08-26,10,19,1,580,494800,economy,8,0
1.0,0.0,2023-08-26,20,8,1,690,494800,economy,8,0
1.0,0.0,2023-08-26,18,9,1,930,494800,economy,8,0
1.0,0.0,2023-08-26,18,8,1,875,494800,economy,8,0
1.0,0.0,2023-08-26,20,9,1,785,494800,economy,8,0
1.0,0.0,2023-08-26,20,8,1,730,494800,economy,8,0
1.0,0.0,2023-08-26,19,19,1,1460,495300,economy,8,0
1.0,0.0,2023-08-26,10,19,1,525,495300,economy,8,0
1.0,0.0,2023-08-26,14,21,1,415,552400,economy,8,0
1.0,0.0,2023-08-26,8,15,1,475,553400,economy,8,0
1.0,0.0,2023-08-26,14,20,1,410,553400,economy,8,0
1.0,0.0,2023-08-26,14,20,1,410,559200,economy,8,0
1.0,0.0,2023-08-26,8,14,1,365,576800,economy,8,0
1.0,0.0,2023-08-26,11,17,1,1780,734800,economy,8,0
1.0,0.0,2023-08-26,11,20,1,535,775000,economy,8,0
1.0,0.0,2023-08-26,11,21,1,620,775000,economy,8,0
1.0,0.0,2023-08-26,9,19,1,620,775000,economy,8,0
1.0,0.0,2023-08-26,9,17,1,500,775000,economy,8,0
1.0,0.0,2023-08-26,11,19,1,475,775000,economy,8,0
1.0,0.0,2023-08-26,8,15,1,465,800300,economy,8,0
1.0,0.0,2023-08-26,12,15,1,1620,2025400,economy,8,0
1.0,0.0,2023-08-26,19,15,1,1155,2025400,economy,8,0
1.0,0.0,2023-08-26,10,15,1,1755,2268800,economy,8,0
1.0,0.0,2023-08-26,15,15,1,1455,2268800,economy,8,0
1.0,0.0,2023-08-26,20,15,1,1150,2268800,economy,8,0
1.0,0.0,2023-08-27,12,15,0,165,213800,economy,8,6
1.0,0.0,2023-08-27,12,15,0,160,247600,economy,8,6
1.0,0.0,2023-08-27,7,10,0,160,247600,economy,8,6
1.0,0.0,2023-08-27,11,14,0,160,247600,economy,8,6
1.0,0.0,2023-08-27,9,12,0,150,259400,economy,8,6
1.0,0.0,2023-08-27,8,10,0,155,352400,economy,8,6
1.0,0.0,2023-08-27,12,15,0,165,380900,economy,8,6
1.0,0.0,2023-08-27,10,12,0,165,380900,economy,8,6
1.0,0.0,2023-08-27,9,11,0,150,453800,economy,8,6
1.0,0.0,2023-08-27,10,12,0,165,466700,economy,8,6
1.0,0.0,2023-08-27,21,7,1,645,489300,economy,8,6
1.0,0.0,2023-08-27,9,17,1,510,489300,economy,8,6
1.0,0.0,2023-08-27,9,18,1,575,489300,economy,8,6
