호텔명,입실,퇴실,지역,숙박유형,별점,등급,가격
칸데오 호텔 도쿄 신바시,2023-07-31,2023-08-01,도쿄,호텔,8.1,4성급,140408
노가 호텔 우에노,2023-07-31,2023-08-01,도쿄,호텔,8.9,4성급,180933
미마루 도쿄 아사쿠사 스테이션,2023-07-31,2023-08-01,도쿄,호텔,6.6,4성급,399509
호텔 윙 인터네셔널 프리미엄 시부야,2023-07-31,2023-08-01,도쿄,호텔,8.2,3성급,118550
ANA 인터컨티넨탈 도쿄,2023-07-31,2023-08-01,도쿄,호텔,8.1,5성급,353548
소테츠 프레사 인 도쿄-쿄바시,2023-07-31,2023-08-01,도쿄,호텔,7.8,3성급,67095
센츄리온 호텔 우에노,2023-07-31,2023-08-01,도쿄,호텔,7.3,3성급,53395
도큐스테이 시부야 신미나미구치,2023-07-31,2023-08-01,도쿄,호텔,7.9,3성급,123019
힐튼 도쿄 오다이바,2023-07-31,2023-08-01,도쿄,호텔,8.3,5성급,348132
소테츠 프레사 인 도쿄 타마치,2023-07-31,2023-08-01,도쿄,호텔,8.1,3성급,66431
다이와 로이넷 호텔 도쿄 아리아케,2023-07-31,2023-08-01,도쿄,호텔,8.8,3성급,80514
도미인 우에노 오카치마치,2023-07-31,2023-08-01,도쿄,호텔,8.3,3성급,76591
호텔 메트로폴리탄 에드몬트 도쿄,2023-07-31,2023-08-01,도쿄,호텔,8.6,4성급,105597
벨켄 호텔 도쿄,2023-07-31,2023-08-01,도쿄,호텔,8.2,3성급,57590
더 페닌슐라 도쿄,2023-07-31,2023-08-01,도쿄,호텔,9.2,5성급,1069060
솔라리아 니시테츠 호텔 긴자,2023-07-31,2023-08-01,도쿄,호텔,8.6,3성급,163588
그랜드 프린스 호텔 신 다카나와,2023-07-31,2023-08-01,도쿄,호텔,8.2,4성급,155699
리치몬드 호텔 프리미어 도쿄 오시아게,2023-07-31,2023-08-01,도쿄,호텔,8.7,3성급,111712
온야도 노노 아사쿠사 핫 스프링,2023-07-31,2023-08-01,도쿄,호텔,8.9,3성급,88542
시바 파크 호텔,2023-07-31,2023-08-01,도쿄,호텔,8.6,3성급,166863
긴자 그랜드 호텔,2023-07-31,2023-08-01,도쿄,호텔,7.6,3성급,84577
JR 큐슈 호텔 블로섬 신주쿠,2023-07-31,2023-08-01,도쿄,호텔,8.7,4성급,189966
라젠트 호텔 신주쿠 가부키초,2023-07-31,2023-08-01,도쿄,호텔,8.4,3성급,100599
토세이 호텔 코코네 우에노,2023-07-31,2023-08-01,도쿄,호텔,8.5,3성급,83179
소세쓰 프레사 인 긴자 산초마에,2023-07-31,2023-08-01,도쿄,호텔,8.2,3성급,76492
도미 인 프리미엄 시부야-진구마에,2023-07-31,2023-08-01,도쿄,호텔,8.3,3성급,112240
소테츠 프레사 인 히가시 신주쿠,2023-07-31,2023-08-01,도쿄,호텔,8.2,3성급,76240
호텔 더 셀레스틴 긴자,2023-07-31,2023-08-01,도쿄,호텔,9.0,4성급,239394
호텔 마이스테이스 우에노 이리야구치,2023-07-31,2023-08-01,도쿄,호텔,7.5,3성급,50980
다이와 로이넷 호텔 도쿄 쿄바시,2023-07-31,2023-08-01,도쿄,호텔,8.7,4성급,121790
APA 호텔 게이세이 우에노 에키마에,2023-07-31,2023-08-01,도쿄,호텔,7.9,3성급,64124
힐튼 도쿄 베이,2023-07-31,2023-08-01,도쿄,호텔,8.4,4성급,276697
호텔 크라운 힐스 우에노 프리미어,2023-07-31,2023-08-01,도쿄,호텔,8.2,3성급,72547
시부야 도큐 레이 호텔,2023-07-31,2023-08-01,도쿄,호텔,8.1,3성급,170223
메이테츠 인 하마마츠초,2023-07-31,2023-08-01,도쿄,호텔,8.2,3성급,64963
도미인 프리미엄 도쿄 고덴마초,2023-07-31,2023-08-01,도쿄,호텔,8.8,3성급,71444
카락사 호텔 프리미어 도쿄 긴자,2023-07-31,2023-08-01,도쿄,호텔,9.1,4성급,191572
더 로열 파크 캔버스 - 긴자 8,2023-07-31,2023-08-01,도쿄,호텔,8.7,3성급,159584
펄 호텔 신주쿠 아케보노바시,2023-07-31,2023-08-01,도쿄,호텔,8.1,3성급,79024
미쓰이 가든 호텔 긴자 고초메,2023-07-31,2023-08-01,도쿄,호텔,8.7,4성급,178981
렘 도쿄 교바시,2023-07-31,2023-08-01,도쿄,호텔,8.6,3성급,143509
시부야 호텔 엔,2023-07-31,2023-08-01,도쿄,호텔,7.8,3성급,113287
인터컨티넨탈 도쿄 베이,2023-07-31,2023-08-01,도쿄,호텔,8.5,5성급,413160
우라야스 브라이튼 호텔 도쿄베이,2023-07-31,2023-08-01,도쿄,호텔,8.6,4성급,133940
아고라 긴자,2023-07-31,2023-08-01,도쿄,호텔,8.7,4성급,122371
호텔 무스 긴자 메이테쓰,2023-07-31,2023-08-01,도쿄,호텔,8.5,3성급,127123
신주쿠 워싱턴 호텔 도쿄 메인,2023-08-01,2023-08-02,도쿄,호텔,7.4,3성급,84826
호텔 그레이스리 신주쿠,2023-08-01,2023-08-02,도쿄,호텔,8.6,4성급,145004
호텔 그레이스리 긴자,2023-08-01,2023-08-02,도쿄,호텔,8.2,4성급,185077
포 시즌스 호텔 도쿄 앳 오테마치,2023-08-01,2023-08-02,도쿄,호텔,9.0,5성급,1464868
게이오 플라자 호텔 도쿄,2023-08-01,2023-08-02,도쿄,호텔,8.4,4성급,188442
파크 하얏트 도쿄,2023-08-01,2023-08-02,도쿄,호텔,9.1,5성급,1850074
더 아오야마 그랜드 호텔,2023-08-01,2023-08-02,도쿄,호텔,9.1,4성급,490474
호텔 알라만다 아오야마 도쿄,2023-08-01,2023-08-02,도쿄,호텔,8.5,5성급,460410
토부 호텔 레반트 도쿄,2023-08-01,2023-08-02,도쿄,호텔,8.8,4성급,132748
임페리얼 호텔 도쿄,2023-08-01,2023-08-02,도쿄,호텔,9.0,5성급,392422
JR-이스트 호텔 메츠 시부야,2023-08-01,2023-08-02,도쿄,호텔,8.4,3성급,254657
도쿄 프린스 호텔,2023-08-01,2023-08-02,도쿄,호텔,8.5,4성급,139932
쉐라톤 그랜드 도쿄 베이 호텔,2023-08-01,2023-08-02,도쿄,호텔,8.0,5성급,358706
하얏트 센트릭 긴자 도쿄,2023-08-01,2023-08-02,도쿄,호텔,8.8,4성급,497332
다이이치 호텔 도쿄,2023-08-01,2023-08-02,도쿄,호텔,8.8,4성급,347293
신주쿠 그란벨 호텔,2023-08-01,2023-08-02,도쿄,호텔,7.9,4성급,68001
렘 롯폰기,2023-08-01,2023-08-02,도쿄,호텔,8.6,3성급,94004
시부야 토부 호텔,2023-08-01,2023-08-02,도쿄,호텔,8.0,3성급,124723
세를리안 타워 도큐 호텔 아 팬 퍼시픽 파트너 호텔,2023-08-01,2023-08-02,도쿄,호텔,8.7,5성급,287176
더 스퀘어 호텔 긴자,2023-08-01,2023-08-02,도쿄,호텔,8.4,3성급,154357
오다큐 호텔 센츄리 서던 타워 호텔,2023-08-01,2023-08-02,도쿄,호텔,8.8,4성급,186219
시부야 엑셀 호텔 도큐,2023-08-01,2023-08-02,도쿄,호텔,8.5,4성급,177802
호텔 진잔소 도쿄,2023-08-01,2023-08-02,도쿄,호텔,9.2,5성급,283487
미츠이 가든 호텔 시오도메 이탈리아가이,2023-08-01,2023-08-02,도쿄,호텔,8.4,3성급,132051
게이세이 리치먼드 호텔 도쿄 몬젠나카초,2023-08-01,2023-08-02,도쿄,호텔,8.8,3성급,98003
아키하바라 워싱턴 호텔,2023-08-01,2023-08-02,도쿄,호텔,8.3,3성급,85681
시퀀스 미야시타 파크/ 시부야,2023-08-01,2023-08-02,도쿄,호텔,8.4,4성급,155406
선샤인 시티 프린스 호텔 이케부쿠로,2023-08-01,2023-08-02,도쿄,호텔,8.2,4성급,116018
호텔 빌라 폰테누 그랜드 도쿄-시오도메,2023-08-01,2023-08-02,도쿄,호텔,8.2,3성급,111504
다이이치 인 이케부쿠로,2023-08-01,2023-08-02,도쿄,호텔,7.8,3성급,70923
도큐스테이 신주쿠,2023-08-01,2023-08-02,도쿄,호텔,8.5,3성급,124100
E 호텔 히가시 신주쿠,2023-08-01,2023-08-02,도쿄,호텔,7.4,3성급,71034
신주쿠 프린스 호텔,2023-08-01,2023-08-02,도쿄,호텔,7.9,3성급,161615
호텔 메트로폴리탄 도쿄 이케부쿠로,2023-08-01,2023-08-02,도쿄,호텔,8.6,4성급,102753
호텔 몬토레 긴자,2023-08-01,2023-08-02,도쿄,호텔,8.2,4성급,159376
시타딘 센트럴 신주쿠 도쿄,2023-08-01,2023-08-02,도쿄,호텔,8.1,3성급,136930
호텔 선루트 플라자 신주쿠,2023-08-01,2023-08-02,도쿄,호텔,8.3,3성급,133905
더 프린스 파크 타워 도쿄,2023-08-01,2023-08-02,도쿄,호텔,8.9,5성급,342083
아카사카 엑셀 호텔 도큐,2023-08-01,2023-08-02,도쿄,호텔,8.1,4성급,120792
다이와 로이넷 호텔 니시-신주쿠,2023-08-01,2023-08-02,도쿄,호텔,8.9,3성급,132589
도쿄 베이 아리아케 워싱턴 호텔,2023-08-01,2023-08-02,도쿄,호텔,7.6,3성급,53738
시나가와 프린스 호텔,2023-08-01,2023-08-02,도쿄,호텔,8.0,3성급,143560
시부야 스트림 엑셀 호텔 도큐,2023-08-01,2023-08-02,도쿄,호텔,8.8,4성급,300911
베스트 웨스턴 호텔 피노 도쿄 아카사카,2023-08-01,2023-08-02,도쿄,호텔,8.2,3성급,108546
후타코다마가와 엑셀 호텔 도큐,2023-08-01,2023-08-02,도쿄,호텔,8.1,3성급,102241
게이오 프레소 인 하마마쓰초,2023-08-01,2023-08-02,도쿄,호텔,8.2,3성급,74174
그랜드 닛코 도쿄 다이바,2023-08-01,2023-08-02,도쿄,호텔,8.8,4성급,164208
도쿄 돔 호텔,2023-08-01,2023-08-02,도쿄,호텔,8.6,4성급,272078
도미인 아키하바라,2023-08-01,2023-08-02,도쿄,호텔,8.4,3성급,98882
수퍼 호텔 프리미어 긴자,2023-08-01,2023-08-02,도쿄,호텔,8.5,3성급,127465
도큐스테이 긴자,2023-08-01,2023-08-02,도쿄,호텔,8.5,3성급,135306
호텔 뉴 오타니 도쿄 더 메인,2023-08-01,2023-08-02,도쿄,호텔,8.5,5성급,261018
소테츠 프레사 인 긴자 나나초메,2023-08-01,2023-08-02,도쿄,호텔,8.2,3성급,92806
베스포크 호텔 신주쿠,2023-08-01,2023-08-02,도쿄,호텔,8.6,3성급,163553
칸데오 호텔 도쿄 신바시,2023-08-01,2023-08-02,도쿄,호텔,8.1,4성급,166034
노가 호텔 우에노,2023-08-01,2023-08-02,도쿄,호텔,8.9,4성급,168926
미마루 도쿄 아사쿠사 스테이션,2023-08-01,2023-08-02,도쿄,호텔,6.6,4성급,529545
ANA 인터컨티넨탈 도쿄,2023-08-01,2023-08-02,도쿄,호텔,8.1,5성급,364824
소테츠 프레사 인 도쿄-쿄바시,2023-08-01,2023-08-02,도쿄,호텔,7.8,3성급,82192
센츄리온 호텔 우에노,2023-08-01,2023-08-02,도쿄,호텔,7.3,3성급,61096
도큐스테이 시부야 신미나미구치,2023-08-01,2023-08-02,도쿄,호텔,7.9,3성급,135841
힐튼 도쿄 오다이바,2023-08-01,2023-08-02,도쿄,호텔,8.3,5성급,307441
소테츠 프레사 인 도쿄 타마치,2023-08-01,2023-08-02,도쿄,호텔,8.1,3성급,73164
다이와 로이넷 호텔 도쿄 아리아케,2023-08-01,2023-08-02,도쿄,호텔,8.8,3성급,95213
도미인 우에노 오카치마치,2023-08-01,2023-08-02,도쿄,호텔,8.3,3성급,71050
호텔 메트로폴리탄 에드몬트 도쿄,2023-08-01,2023-08-02,도쿄,호텔,8.6,4성급,125924
벨켄 호텔 도쿄,2023-08-01,2023-08-02,도쿄,호텔,8.2,3성급,76066
더 페닌슐라 도쿄,2023-08-01,2023-08-02,도쿄,호텔,9.2,5성급,905281
솔라리아 니시테츠 호텔 긴자,2023-08-01,2023-08-02,도쿄,호텔,8.6,3성급,149630
그랜드 프린스 호텔 신 다카나와,2023-08-01,2023-08-02,도쿄,호텔,8.2,4성급,155699
리치몬드 호텔 프리미어 도쿄 오시아게,2023-08-01,2023-08-02,도쿄,호텔,8.7,3성급,114487
온야도 노노 아사쿠사 핫 스프링,2023-08-01,2023-08-02,도쿄,호텔,8.9,3성급,97556
시바 파크 호텔,2023-08-01,2023-08-02,도쿄,호텔,8.6,3성급,199543
긴자 그랜드 호텔,2023-08-01,2023-08-02,도쿄,호텔,7.6,3성급,101024
JR 큐슈 호텔 블로섬 신주쿠,2023-08-01,2023-08-02,도쿄,호텔,8.7,4성급,243564
라젠트 호텔 신주쿠 가부키초,2023-08-01,2023-08-02,도쿄,호텔,8.4,3성급,103406
토세이 호텔 코코네 우에노,2023-08-01,2023-08-02,도쿄,호텔,8.5,3성급,71146
소세쓰 프레사 인 긴자 산초마에,2023-08-01,2023-08-02,도쿄,호텔,8.2,3성급,74744
도미 인 프리미엄 시부야-진구마에,2023-08-01,2023-08-02,도쿄,호텔,8.3,3성급,138255
소테츠 프레사 인 히가시 신주쿠,2023-08-01,2023-08-02,도쿄,호텔,8.2,3성급,91932
호텔 더 셀레스틴 긴자,2023-08-01,2023-08-02,도쿄,호텔,9.0,4성급,242150
호텔 마이스테이스 우에노 이리야구치,2023-08-01,2023-08-02,도쿄,호텔,7.5,3성급,68558
다이와 로이넷 호텔 도쿄 쿄바시,2023-08-01,2023-08-02,도쿄,호텔,8.7,4성급,189042
APA 호텔 게이세이 우에노 에키마에,2023-08-01,2023-08-02,도쿄,호텔,7.9,3성급,73315
힐튼 도쿄 베이,2023-08-01,2023-08-02,도쿄,호텔,8.4,4성급,301103
호텔 크라운 힐스 우에노 프리미어,2023-08-01,2023-08-02,도쿄,호텔,8.2,3성급,78155
시부야 도큐 레이 호텔,2023-08-01,2023-08-02,도쿄,호텔,8.1,3성급,164011
메이테츠 인 하마마츠초,2023-08-01,2023-08-02,도쿄,호텔,8.2,3성급,87789
도미인 프리미엄 도쿄 고덴마초,2023-08-01,2023-08-02,도쿄,호텔,8.8,3성급,86975
카락사 호텔 프리미어 도쿄 긴자,2023-08-01,2023-08-02,도쿄,호텔,9.1,4성급,351434
더 로열 파크 캔버스 - 긴자 8,2023-08-01,2023-08-02,도쿄,호텔,8.7,3성급,168484
펄 호텔 신주쿠 아케보노바시,2023-08-01,2023-08-02,도쿄,호텔,8.1,3성급,67281
미쓰이 가든 호텔 긴자 고초메,2023-08-01,2023-08-02,도쿄,호텔,8.7,4성급,195351
렘 도쿄 교바시,2023-08-01,2023-08-02,도쿄,호텔,8.6,3성급,150387
시부야 호텔 엔,2023-08-01,2023-08-02,도쿄,호텔,7.8,3성급,112858
인터컨티넨탈 도쿄 베이,2023-08-01,2023-08-02,도쿄,호텔,8.5,5성급,364555
우라야스 브라이튼 호텔 도쿄베이,2023-08-01,2023-08-02,도쿄,호텔,8.6,4성급,207090
아고라 긴자,2023-08-01,2023-08-02,도쿄,호텔,8.7,4성급,133229
호텔 무스 긴자 메이테쓰,2023-08-01,2023-08-02,도쿄,호텔,8.5,3성급,138563
센츄리온 호텔&스파 우에노 스테이션,2023-08-01,2023-08-02,도쿄,호텔,7.8,3성급,111824
신주쿠 워싱턴 호텔 도쿄 메인,2023-08-02,2023-08-03,도쿄,호텔,7.4,3성급,86229
호텔 그레이스리 신주쿠,2023-08-02,2023-08-03,도쿄,호텔,8.6,4성급,134051
호텔 그레이스리 긴자,2023-08-02,2023-08-03,도쿄,호텔,8.2,4성급,174079
포 시즌스 호텔 도쿄 앳 오테마치,2023-08-02,2023-08-03,도쿄,호텔,9.0,5성급,1074236
게이오 플라자 호텔 도쿄,2023-08-02,2023-08-03,도쿄,호텔,8.4,4성급,168198
파크 하얏트 도쿄,2023-08-02,2023-08-03,도쿄,호텔,9.1,5성급,714801
더 아오야마 그랜드 호텔,2023-08-02,2023-08-03,도쿄,호텔,9.1,4성급,445881
호텔 알라만다 아오야마 도쿄,2023-08-02,2023-08-03,도쿄,호텔,8.5,5성급,282823
토부 호텔 레반트 도쿄,2023-08-02,2023-08-03,도쿄,호텔,8.8,4성급,153542
임페리얼 호텔 도쿄,2023-08-02,2023-08-03,도쿄,호텔,9.0,5성급,388908
JR-이스트 호텔 메츠 시부야,2023-08-02,2023-08-03,도쿄,호텔,8.4,3성급,155170
도쿄 프린스 호텔,2023-08-02,2023-08-03,도쿄,호텔,8.5,4성급,129932
쉐라톤 그랜드 도쿄 베이 호텔,2023-08-02,2023-08-03,도쿄,호텔,8.0,5성급,366180
하얏트 센트릭 긴자 도쿄,2023-08-02,2023-08-03,도쿄,호텔,8.8,4성급,569671
신주쿠 그란벨 호텔,2023-08-02,2023-08-03,도쿄,호텔,7.9,4성급,81311
렘 롯폰기,2023-08-02,2023-08-03,도쿄,호텔,8.6,3성급,96242
시부야 토부 호텔,2023-08-02,2023-08-03,도쿄,호텔,8.0,3성급,120139
세를리안 타워 도큐 호텔 아 팬 퍼시픽 파트너 호텔,2023-08-02,2023-08-03,도쿄,호텔,8.7,5성급,313789
더 스퀘어 호텔 긴자,2023-08-02,2023-08-03,도쿄,호텔,8.4,3성급,157786
오다큐 호텔 센츄리 서던 타워 호텔,2023-08-02,2023-08-03,도쿄,호텔,8.8,4성급,239785
시부야 엑셀 호텔 도큐,2023-08-02,2023-08-03,도쿄,호텔,8.5,4성급,176041
호텔 진잔소 도쿄,2023-08-02,2023-08-03,도쿄,호텔,9.2,5성급,290195
미츠이 가든 호텔 시오도메 이탈리아가이,2023-08-02,2023-08-03,도쿄,호텔,8.4,3성급,135496
게이세이 리치먼드 호텔 도쿄 몬젠나카초,2023-08-02,2023-08-03,도쿄,호텔,8.8,3성급,95908
아키하바라 워싱턴 호텔,2023-08-02,2023-08-03,도쿄,호텔,8.3,3성급,75647
시퀀스 미야시타 파크/ 시부야,2023-08-02,2023-08-03,도쿄,호텔,8.4,4성급,145144
선샤인 시티 프린스 호텔 이케부쿠로,2023-08-02,2023-08-03,도쿄,호텔,8.2,4성급,114604
호텔 빌라 폰테누 그랜드 도쿄-시오도메,2023-08-02,2023-08-03,도쿄,호텔,8.2,3성급,119933
다이이치 인 이케부쿠로,2023-08-02,2023-08-03,도쿄,호텔,7.8,3성급,64474
도큐스테이 신주쿠,2023-08-02,2023-08-03,도쿄,호텔,8.5,3성급,126490
E 호텔 히가시 신주쿠,2023-08-02,2023-08-03,도쿄,호텔,7.4,3성급,88456
신주쿠 프린스 호텔,2023-08-02,2023-08-03,도쿄,호텔,7.9,3성급,146605
호텔 메트로폴리탄 도쿄 이케부쿠로,2023-08-02,2023-08-03,도쿄,호텔,8.6,4성급,105213
호텔 몬토레 긴자,2023-08-02,2023-08-03,도쿄,호텔,8.2,4성급,125067
시타딘 센트럴 신주쿠 도쿄,2023-08-02,2023-08-03,도쿄,호텔,8.1,3성급,132354
호텔 선루트 플라자 신주쿠,2023-08-02,2023-08-03,도쿄,호텔,8.3,3성급,376910
더 프린스 파크 타워 도쿄,2023-08-02,2023-08-03,도쿄,호텔,8.9,5성급,245322
아카사카 엑셀 호텔 도큐,2023-08-02,2023-08-03,도쿄,호텔,8.1,4성급,123306
다이와 로이넷 호텔 니시-신주쿠,2023-08-02,2023-08-03,도쿄,호텔,8.9,3성급,129507
도쿄 베이 아리아케 워싱턴 호텔,2023-08-02,2023-08-03,도쿄,호텔,7.6,3성급,53209
시나가와 프린스 호텔,2023-08-02,2023-08-03,도쿄,호텔,8.0,3성급,143560
시부야 스트림 엑셀 호텔 도큐,2023-08-02,2023-08-03,도쿄,호텔,8.8,4성급,304998
베스트 웨스턴 호텔 피노 도쿄 아카사카,2023-08-02,2023-08-03,도쿄,호텔,8.2,3성급,102859
후타코다마가와 엑셀 호텔 도큐,2023-08-02,2023-08-03,도쿄,호텔,8.1,3성급,99889
게이오 프레소 인 하마마쓰초,2023-08-02,2023-08-03,도쿄,호텔,8.2,3성급,76921
그랜드 닛코 도쿄 다이바,2023-08-02,2023-08-03,도쿄,호텔,8.8,4성급,164208
도미인 아키하바라,2023-08-02,2023-08-03,도쿄,호텔,8.4,3성급,101487
수퍼 호텔 프리미어 긴자,2023-08-02,2023-08-03,도쿄,호텔,8.5,3성급,134790
도큐스테이 긴자,2023-08-02,2023-08-03,도쿄,호텔,8.5,3성급,141340
호텔 뉴 오타니 도쿄 더 메인,2023-08-02,2023-08-03,도쿄,호텔,8.5,5성급,261018
소테츠 프레사 인 긴자 나나초메,2023-08-02,2023-08-03,도쿄,호텔,8.2,3성급,110739
베스포크 호텔 신주쿠,2023-08-02,2023-08-03,도쿄,호텔,8.6,3성급,176041
칸데오 호텔 도쿄 신바시,2023-08-02,2023-08-03,도쿄,호텔,8.1,4성급,190553
노가 호텔 우에노,2023-08-02,2023-08-03,도쿄,호텔,8.9,4성급,198782
미마루 도쿄 아사쿠사 스테이션,2023-08-02,2023-08-03,도쿄,호텔,6.6,4성급,473939
호텔 윙 인터네셔널 프리미엄 시부야,2023-08-02,2023-08-03,도쿄,호텔,8.2,3성급,122139
ANA 인터컨티넨탈 도쿄,2023-08-02,2023-08-03,도쿄,호텔,8.1,5성급,414291
소테츠 프레사 인 도쿄-쿄바시,2023-08-02,2023-08-03,도쿄,호텔,7.8,3성급,87224
센츄리온 호텔 우에노,2023-08-02,2023-08-03,도쿄,호텔,7.3,3성급,59674
도큐스테이 시부야 신미나미구치,2023-08-02,2023-08-03,도쿄,호텔,7.9,3성급,155744
힐튼 도쿄 오다이바,2023-08-02,2023-08-03,도쿄,호텔,8.3,5성급,280988
소테츠 프레사 인 도쿄 타마치,2023-08-02,2023-08-03,도쿄,호텔,8.1,3성급,70919
다이와 로이넷 호텔 도쿄 아리아케,2023-08-02,2023-08-03,도쿄,호텔,8.8,3성급,139482
도미인 우에노 오카치마치,2023-08-02,2023-08-03,도쿄,호텔,8.3,3성급,100961
호텔 메트로폴리탄 에드몬트 도쿄,2023-08-02,2023-08-03,도쿄,호텔,8.6,4성급,125888
벨켄 호텔 도쿄,2023-08-02,2023-08-03,도쿄,호텔,8.2,3성급,85547
더 페닌슐라 도쿄,2023-08-02,2023-08-03,도쿄,호텔,9.2,5성급,905281
솔라리아 니시테츠 호텔 긴자,2023-08-02,2023-08-03,도쿄,호텔,8.6,3성급,163588
그랜드 프린스 호텔 신 다카나와,2023-08-02,2023-08-03,도쿄,호텔,8.2,4성급,155699
리치몬드 호텔 프리미어 도쿄 오시아게,2023-08-02,2023-08-03,도쿄,호텔,8.7,3성급,111712
온야도 노노 아사쿠사 핫 스프링,2023-08-02,2023-08-03,도쿄,호텔,8.9,3성급,95697
시바 파크 호텔,2023-08-02,2023-08-03,도쿄,호텔,8.6,3성급,193428
긴자 그랜드 호텔,2023-08-02,2023-08-03,도쿄,호텔,7.6,3성급,98673
JR 큐슈 호텔 블로섬 신주쿠,2023-08-02,2023-08-03,도쿄,호텔,8.7,4성급,213976
라젠트 호텔 신주쿠 가부키초,2023-08-02,2023-08-03,도쿄,호텔,8.4,3성급,98102
토세이 호텔 코코네 우에노,2023-08-02,2023-08-03,도쿄,호텔,8.5,3성급,114366
소세쓰 프레사 인 긴자 산초마에,2023-08-02,2023-08-03,도쿄,호텔,8.2,3성급,79224
도미 인 프리미엄 시부야-진구마에,2023-08-02,2023-08-03,도쿄,호텔,8.3,3성급,128144
소테츠 프레사 인 히가시 신주쿠,2023-08-02,2023-08-03,도쿄,호텔,8.2,3성급,94032
호텔 더 셀레스틴 긴자,2023-08-02,2023-08-03,도쿄,호텔,9.0,4성급,239394
호텔 마이스테이스 우에노 이리야구치,2023-08-02,2023-08-03,도쿄,호텔,7.5,3성급,66014
다이와 로이넷 호텔 도쿄 쿄바시,2023-08-02,2023-08-03,도쿄,호텔,8.7,4성급,163748
APA 호텔 게이세이 우에노 에키마에,2023-08-02,2023-08-03,도쿄,호텔,7.9,3성급,71483
힐튼 도쿄 베이,2023-08-02,2023-08-03,도쿄,호텔,8.4,4성급,269454
호텔 크라운 힐스 우에노 프리미어,2023-08-02,2023-08-03,도쿄,호텔,8.2,3성급,79802
시부야 도큐 레이 호텔,2023-08-02,2023-08-03,도쿄,호텔,8.1,3성급,168791
메이테츠 인 하마마츠초,2023-08-02,2023-08-03,도쿄,호텔,8.2,3성급,99245
도미인 프리미엄 도쿄 고덴마초,2023-08-02,2023-08-03,도쿄,호텔,8.8,3성급,80763
카락사 호텔 프리미어 도쿄 긴자,2023-08-02,2023-08-03,도쿄,호텔,9.1,4성급,259180
더 로열 파크 캔버스 - 긴자 8,2023-08-02,2023-08-03,도쿄,호텔,8.7,3성급,168533
펄 호텔 신주쿠 아케보노바시,2023-08-02,2023-08-03,도쿄,호텔,8.1,3성급,79024
미쓰이 가든 호텔 긴자 고초메,2023-08-02,2023-08-03,도쿄,호텔,8.7,4성급,199919
렘 도쿄 교바시,2023-08-02,2023-08-03,도쿄,호텔,8.6,3성급,136676
시부야 호텔 엔,2023-08-02,2023-08-03,도쿄,호텔,7.8,3성급,124178
인터컨티넨탈 도쿄 베이,2023-08-02,2023-08-03,도쿄,호텔,8.5,5성급,364555
우라야스 브라이튼 호텔 도쿄베이,2023-08-02,2023-08-03,도쿄,호텔,8.6,4성급,196813
아고라 긴자,2023-08-02,2023-08-03,도쿄,호텔,8.7,4성급,123422
호텔 무스 긴자 메이테쓰,2023-08-02,2023-08-03,도쿄,호텔,8.5,3성급,136204
센츄리온 호텔&스파 우에노 스테이션,2023-08-02,2023-08-03,도쿄,호텔,7.8,3성급,118039
시부야 그란벨 호텔,2023-08-02,2023-08-03,도쿄,호텔,7.5,3성급,80233
신주쿠 워싱턴 호텔 도쿄 메인,2023-08-03,2023-08-04,도쿄,호텔,7.4,3성급,89268
호텔 그레이스리 신주쿠,2023-08-03,2023-08-04,도쿄,호텔,8.6,4성급,134051
호텔 그레이스리 긴자,2023-08-03,2023-08-04,도쿄,호텔,8.2,4성급,178272
포 시즌스 호텔 도쿄 앳 오테마치,2023-08-03,2023-08-04,도쿄,호텔,9.0,5성급,972924
게이오 플라자 호텔 도쿄,2023-08-03,2023-08-04,도쿄,호텔,8.4,4성급,172178
파크 하얏트 도쿄,2023-08-03,2023-08-04,도쿄,호텔,9.1,5성급,840943
더 아오야마 그랜드 호텔,2023-08-03,2023-08-04,도쿄,호텔,9.1,4성급,434525
호텔 알라만다 아오야마 도쿄,2023-08-03,2023-08-04,도쿄,호텔,8.5,5성급,402530
토부 호텔 레반트 도쿄,2023-08-03,2023-08-04,도쿄,호텔,8.8,4성급,154083
임페리얼 호텔 도쿄,2023-08-03,2023-08-04,도쿄,호텔,9.0,5성급,392422
JR-이스트 호텔 메츠 시부야,2023-08-03,2023-08-04,도쿄,호텔,8.4,3성급,254657
도쿄 프린스 호텔,2023-08-03,2023-08-04,도쿄,호텔,8.5,4성급,157407
쉐라톤 그랜드 도쿄 베이 호텔,2023-08-03,2023-08-04,도쿄,호텔,8.0,5성급,367471
하얏트 센트릭 긴자 도쿄,2023-08-03,2023-08-04,도쿄,호텔,8.8,4성급,818171
신주쿠 그란벨 호텔,2023-08-03,2023-08-04,도쿄,호텔,7.9,4성급,76155
렘 롯폰기,2023-08-03,2023-08-04,도쿄,호텔,8.6,3성급,94004
시부야 토부 호텔,2023-08-03,2023-08-04,도쿄,호텔,8.0,3성급,99831
세를리안 타워 도큐 호텔 아 팬 퍼시픽 파트너 호텔,2023-08-03,2023-08-04,도쿄,호텔,8.7,5성급,292573
더 스퀘어 호텔 긴자,2023-08-03,2023-08-04,도쿄,호텔,8.4,3성급,148057
오다큐 호텔 센츄리 서던 타워 호텔,2023-08-03,2023-08-04,도쿄,호텔,8.8,4성급,177407
시부야 엑셀 호텔 도큐,2023-08-03,2023-08-04,도쿄,호텔,8.5,4성급,180231
